Expiry,callHedge,putHedge,netHedge,Price,ProcDate,ClosePrice
2026-09-19,7238173.801287874,-21976163.439311944,-14737989.63802407,393.7799987792969,2026-09-18,493.7799987792969
2026-09-22,0.16300814207212805,-695899.8979857328,-695899.7349775907,393.7799987792969,2026-09-18,493.7799987792969
2026-09-24,0.02397065815436968,-641895.868658843,-641895.8446881849,393.7799987792969,2026-09-18,493.7799987792969
2026-09-26,1543024.4133187763,-4210923.131959706,-2667898.718640929,393.7799987792969,2026-09-18,493.7799987792969
2026-09-29,2.5314550741368618,-167554.76950861083,-167552.2380535367,393.7799987792969,2026-09-18,493.7799987792969
2026-10-01,11.306593937175856,-127306.16906852675,-127294.86247458958,393.7799987792969,2026-09-18,493.7799987792969
2026-10-02,2.055122658070682,-307498.04906570655,-307495.99394304847,393.7799987792969,2026-09-18,493.7799987792969
2026-10-03,4095.9449980061822,-3110947.375133476,-3106851.43013547,393.7799987792969,2026-09-18,493.7799987792969
2026-10-06,0.0,-63499.98473197732,-63499.98473197732,393.7799987792969,2026-09-18,493.7799987792969
2026-10-10,4230.485108219847,-1415002.4312794702,-1410771.9461712504,393.7799987792969,2026-09-18,493.7799987792969
2026-10-13,0.0,-62399.98756030479,-62399.98756030479,393.7799987792969,2026-09-18,493.7799987792969
2026-10-16,17.657296372516686,-79982.34270362748,-79964.68540725496,393.7799987792969,2026-09-18,493.7799987792969
2026-10-17,3676041.8561936365,-17989517.040864263,-14313475.184670627,393.7799987792969,2026-09-18,493.7799987792969
2026-10-24,2323.441098357924,-328191.4181961021,-325867.9770977442,393.7799987792969,2026-09-18,493.7799987792969
2026-10-31,3807.1175655531947,-520115.1165837182,-516307.999018165,393.7799987792969,2026-09-18,493.7799987792969
2026-11-05,5.031584827185015,0.0,5.031584827185015,393.7799987792969,2026-09-18,493.7799987792969
2026-11-07,13.2552294243441,0.0,13.2552294243441,393.7799987792969,2026-09-18,493.7799987792969
2026-11-11,4.664966150009655,0.0,4.664966150009655,393.7799987792969,2026-09-18,493.7799987792969
2026-11-21,2205433.714776279,-5222576.032607408,-3017142.3178311293,393.7799987792969,2026-09-18,493.7799987792969
2026-11-25,0.00019891188650471178,0.0,0.00019891188650471178,393.7799987792969,2026-09-18,493.7799987792969
2026-12-04,113.07137658818229,0.0,113.07137658818229,393.7799987792969,2026-09-18,493.7799987792969
2026-12-05,1.866967706772742,0.0,1.866967706772742,393.7799987792969,2026-09-18,493.7799987792969
2026-12-09,1.2272592166105887,0.0,1.2272592166105887,393.7799987792969,2026-09-18,493.7799987792969
2026-12-12,38899.999427423616,-461100.0005725764,-422200.0011451528,393.7799987792969,2026-09-18,493.7799987792969
2026-12-18,136802.563553952,0.0,136802.563553952,393.7799987792969,2026-09-18,493.7799987792969
2026-12-19,4856743.229513647,-8843577.242367372,-3986834.012853724,393.7799987792969,2026-09-18,493.7799987792969
2026-12-31,0.0,-1020.8102137100556,-1020.8102137100556,393.7799987792969,2026-09-18,493.7799987792969
2027-01-05,2033.723870701111,-167966.2761292989,-165932.5522585978,393.7799987792969,2026-09-18,493.7799987792969
2027-01-06,2094.356639853883,-167905.64336014612,-165811.28672029224,393.7799987792969,2026-09-18,493.7799987792969
2027-01-07,2155.7218997930113,-167844.27810020698,-165688.55620041396,393.7799987792969,2026-09-18,493.7799987792969
2027-01-15,5833790.985704756,0.0,5833790.985704756,393.7799987792969,2026-09-18,493.7799987792969
2027-01-16,5352531.412814382,-10414118.98532835,-5061587.572513968,393.7799987792969,2026-09-18,493.7799987792969
2027-01-21,469.4636704147139,-823.2536899488348,-353.7900195341209,393.7799987792969,2026-09-18,493.7799987792969
2027-02-24,114.19963235517905,-5497.412822123982,-5383.213189768802,393.7799987792969,2026-09-18,493.7799987792969
2027-03-05,22235.615659169973,0.0,22235.615659169973,393.7799987792969,2026-09-18,493.7799987792969
2027-03-20,1919004.8050942188,-3805718.649103336,-1886713.8440091172,393.7799987792969,2026-09-18,493.7799987792969
2027-03-26,0.0,-752.1903070234303,-752.1903070234303,393.7799987792969,2026-09-18,493.7799987792969
2027-03-31,0.0,-1574.3281455852643,-1574.3281455852643,393.7799987792969,2026-09-18,493.7799987792969
2027-04-17,41382.61429391087,-241555.53348832272,-200172.91919441184,393.7799987792969,2026-09-18,493.7799987792969
2027-06-12,28149.11922491802,-31715.272428245447,-3566.153203327427,393.7799987792969,2026-09-18,493.7799987792969
2027-06-18,2604093.0055965804,-3140429.8813525676,-536336.8757559871,393.7799987792969,2026-09-18,493.7799987792969
2027-06-30,0.0,-2439.534939368276,-2439.534939368276,393.7799987792969,2026-09-18,493.7799987792969
2027-09-18,614220.0968355687,-765010.0583919537,-150789.96155638504,393.7799987792969,2026-09-18,493.7799987792969
2027-12-18,2161364.5230258536,-1888653.9486750846,272710.57435076905,393.7799987792969,2026-09-18,493.7799987792969
2028-01-22,2473985.2171355304,-2858453.8365203333,-384468.6193848028,393.7799987792969,2026-09-18,493.7799987792969
2028-06-17,1098696.7921910444,-636969.0450056816,461727.7471853628,393.7799987792969,2026-09-18,493.7799987792969
2028-12-16,3579656.936167435,-2078202.9718248944,1501453.9643425404,393.7799987792969,2026-09-18,493.7799987792969
2029-01-20,14381.169889549492,-30945.722993679876,-16564.55310413038,393.7799987792969,2026-09-18,493.7799987792969
2029-03-17,3028.398054501861,0.0,3028.398054501861,393.7799987792969,2026-09-18,493.7799987792969
2030-06-22,0.0,-59293.343874399194,-59293.343874399194,393.7799987792969,2026-09-18,493.7799987792969
2026-09-19,14558706.694381068,-15586887.06344719,-1028180.3690661227,443.7799987792969,2026-09-18,493.7799987792969
2026-09-22,1072.2354786428095,-675361.8407801449,-674289.6053015022,443.7799987792969,2026-09-18,493.7799987792969
2026-09-24,950.3719267439116,-563419.6440866848,-562469.2721599409,443.7799987792969,2026-09-18,493.7799987792969
2026-09-26,2066057.9374764042,-3042284.5705026886,-976226.6330262843,443.7799987792969,2026-09-18,493.7799987792969
2026-09-29,4462.673616875727,-155645.18741911446,-151182.51380223874,443.7799987792969,2026-09-18,493.7799987792969
2026-10-01,1126.4301278113437,-98677.88960707454,-97551.4594792632,443.7799987792969,2026-09-18,493.7799987792969
2026-10-02,11059.518265239049,-297343.9618240456,-286284.4435588065,443.7799987792969,2026-09-18,493.7799987792969
2026-10-03,108188.86182090355,-2808549.9286239706,-2700361.066803067,443.7799987792969,2026-09-18,493.7799987792969
2026-10-06,0.0,-63340.1808733491,-63340.1808733491,443.7799987792969,2026-09-18,493.7799987792969
2026-10-10,51767.62521375006,-1230893.5981360327,-1179125.9729222825,443.7799987792969,2026-09-18,493.7799987792969
2026-10-13,0.0,-62353.77590512692,-62353.77590512692,443.7799987792969,2026-09-18,493.7799987792969
2026-10-16,3367.5748994097858,-76632.42510059022,-73264.85020118044,443.7799987792969,2026-09-18,493.7799987792969
2026-10-17,7048299.594646887,-13614316.346390855,-6566016.751743968,443.7799987792969,2026-09-18,493.7799987792969
2026-10-24,27583.449022240788,-208865.71302200874,-181282.26399976795,443.7799987792969,2026-09-18,493.7799987792969
2026-10-31,20331.080870473816,-267527.29314939585,-247196.21227892203,443.7799987792969,2026-09-18,493.7799987792969
2026-11-05,439.8750739804073,0.0,439.8750739804073,443.7799987792969,2026-09-18,493.7799987792969
2026-11-07,1208.9777504443182,0.0,1208.9777504443182,443.7799987792969,2026-09-18,493.7799987792969
2026-11-11,347.93055571354074,0.0,347.93055571354074,443.7799987792969,2026-09-18,493.7799987792969
2026-11-21,6808364.771718473,-3123060.975846859,3685303.7958716135,443.7799987792969,2026-09-18,493.7799987792969
2026-11-25,0.039212522228547125,0.0,0.039212522228547125,443.7799987792969,2026-09-18,493.7799987792969
2026-12-04,2012.0540881186937,0.0,2012.0540881186937,443.7799987792969,2026-09-18,493.7799987792969
2026-12-05,45.984902797987594,0.0,45.984902797987594,443.7799987792969,2026-09-18,493.7799987792969
2026-12-09,24.247017069793188,0.0,24.247017069793188,443.7799987792969,2026-09-18,493.7799987792969
2026-12-12,173335.1321435096,-326664.8678564904,-153329.73571298082,443.7799987792969,2026-09-18,493.7799987792969
2026-12-18,1419439.851361801,0.0,1419439.851361801,443.7799987792969,2026-09-18,493.7799987792969
2026-12-19,9175495.62711813,-5310117.024493223,3865378.602624906,443.7799987792969,2026-09-18,493.7799987792969
2026-12-31,0.0,-198.51979822576672,-198.51979822576672,443.7799987792969,2026-09-18,493.7799987792969
2027-01-05,14977.084226152221,-155022.91577384775,-140045.83154769553,443.7799987792969,2026-09-18,493.7799987792969
2027-01-06,15173.066919965473,-154826.9330800345,-139653.86616006904,443.7799987792969,2026-09-18,493.7799987792969
2027-01-07,15368.385485988532,-154631.61451401148,-139263.22902802296,443.7799987792969,2026-09-18,493.7799987792969
2027-01-15,15851761.157782596,0.0,15851761.157782596,443.7799987792969,2026-09-18,493.7799987792969
2027-01-16,10247830.687355248,-5637992.535766532,4609838.151588717,443.7799987792969,2026-09-18,493.7799987792969
2027-01-21,1402.4990497910912,-183.9072022311186,1218.5918475599724,443.7799987792969,2026-09-18,493.7799987792969
2027-02-24,593.052062581448,-2824.894565506249,-2231.842502924801,443.7799987792969,2026-09-18,493.7799987792969
2027-03-05,43055.135933140016,0.0,43055.135933140016,443.7799987792969,2026-09-18,493.7799987792969
2027-03-20,3325531.4718560064,-2174985.012727287,1150546.4591287195,443.7799987792969,2026-09-18,493.7799987792969
2027-03-26,0.0,-205.18290752164555,-205.18290752164555,443.7799987792969,2026-09-18,493.7799987792969
2027-03-31,0.0,-587.7970520585302,-587.7970520585302,443.7799987792969,2026-09-18,493.7799987792969
2027-04-17,87970.20426433867,-166161.2786450655,-78191.07438072682,443.7799987792969,2026-09-18,493.7799987792969
2027-06-12,50012.39056072262,-14584.908401727014,35427.482158995605,443.7799987792969,2026-09-18,493.7799987792969
2027-06-18,3928531.8616301324,-1943098.4102331016,1985433.4513970308,443.7799987792969,2026-09-18,493.7799987792969
2027-06-30,0.0,-919.7079325379775,-919.7079325379775,443.7799987792969,2026-09-18,493.7799987792969
2027-09-18,888151.960852047,-498332.85429593263,389819.1065561144,443.7799987792969,2026-09-18,493.7799987792969
2027-12-18,3048489.3120816853,-1384803.4581616246,1663685.8539200607,443.7799987792969,2026-09-18,493.7799987792969
2028-01-22,3420373.310604447,-2014764.8281973817,1405608.482407065,443.7799987792969,2026-09-18,493.7799987792969
2028-06-17,1444864.8264281391,-430077.9033162231,1014786.9231119159,443.7799987792969,2026-09-18,493.7799987792969
2028-12-16,4500386.939495459,-1574715.6047888852,2925671.3347065737,443.7799987792969,2026-09-18,493.7799987792969
2029-01-20,19607.614383055723,-22273.222997330202,-2665.6086142744753,443.7799987792969,2026-09-18,493.7799987792969
2029-03-17,4119.3208440197095,0.0,4119.3208440197095,443.7799987792969,2026-09-18,493.7799987792969
2030-06-22,0.0,-43109.76618809409,-43109.76618809409,443.7799987792969,2026-09-18,493.7799987792969
2026-09-19,20887542.96357589,-9730910.31735577,11156632.646220116,473.7799987792969,2026-09-18,493.7799987792969
2026-09-22,14762.597333341382,-454960.8562968482,-440198.2589635068,473.7799987792969,2026-09-18,493.7799987792969
2026-09-24,16536.425228266937,-284154.8572649459,-267618.432036679,473.7799987792969,2026-09-18,493.7799987792969
2026-09-26,2267489.7497563334,-2149625.327292121,117864.42246421264,473.7799987792969,2026-09-18,493.7799987792969
2026-09-29,22643.080530914263,-110316.42548749602,-87673.34495658174,473.7799987792969,2026-09-18,493.7799987792969
2026-10-01,9876.805459108129,-40024.5795251408,-30147.77406603267,473.7799987792969,2026-09-18,493.7799987792969
2026-10-02,111163.56510080672,-207699.43488364687,-96535.86978284015,473.7799987792969,2026-09-18,493.7799987792969
2026-10-03,839909.0814048782,-2025042.663585882,-1185133.5821810039,473.7799987792969,2026-09-18,493.7799987792969
2026-10-06,0.0,-59914.31629960666,-59914.31629960666,473.7799987792969,2026-09-18,493.7799987792969
2026-10-10,250579.80957597774,-936792.659635753,-686212.8500597753,473.7799987792969,2026-09-18,493.7799987792969
2026-10-13,0.0,-61398.81652922888,-61398.81652922888,473.7799987792969,2026-09-18,493.7799987792969
2026-10-16,18156.280882983978,-61843.71911701602,-43687.438234032044,473.7799987792969,2026-09-18,493.7799987792969
2026-10-17,11907742.704427794,-9492946.888992913,2414795.8154348815,473.7799987792969,2026-09-18,493.7799987792969
2026-10-24,80412.44821437058,-134002.1368008459,-53589.688586475335,473.7799987792969,2026-09-18,493.7799987792969
2026-10-31,51342.62352471643,-129510.33740445513,-78167.7138797387,473.7799987792969,2026-09-18,493.7799987792969
2026-11-05,2504.709332350928,0.0,2504.709332350928,473.7799987792969,2026-09-18,493.7799987792969
2026-11-07,7155.673602892567,0.0,7155.673602892567,473.7799987792969,2026-09-18,493.7799987792969
2026-11-11,1941.1918665751853,0.0,1941.1918665751853,473.7799987792969,2026-09-18,493.7799987792969
2026-11-21,12202022.338219833,-2052887.6854051151,10149134.652814718,473.7799987792969,2026-09-18,493.7799987792969
2026-11-25,0.41576838171628205,0.0,0.41576838171628205,473.7799987792969,2026-09-18,493.7799987792969
2026-12-04,6306.8242530481075,0.0,6306.8242530481075,473.7799987792969,2026-09-18,493.7799987792969
2026-12-05,171.49717131518193,0.0,171.49717131518193,473.7799987792969,2026-09-18,493.7799987792969
2026-12-09,82.14634858929867,0.0,82.14634858929867,473.7799987792969,2026-09-18,493.7799987792969
2026-12-12,283151.4990150336,-216848.5009849664,66302.99803006719,473.7799987792969,2026-09-18,493.7799987792969
2026-12-18,3733452.148804726,0.0,3733452.148804726,473.7799987792969,2026-09-18,493.7799987792969
2026-12-19,12948259.210814478,-3507923.530023085,9440335.680791393,473.7799987792969,2026-09-18,493.7799987792969
2026-12-31,0.0,-59.309758527038525,-59.309758527038525,473.7799987792969,2026-09-18,493.7799987792969
2027-01-05,33278.41403363585,-136721.58596636416,-103443.17193272832,473.7799987792969,2026-09-18,493.7799987792969
2027-01-06,33510.0335230284,-136489.96647697157,-102979.93295394318,473.7799987792969,2026-09-18,493.7799987792969
2027-01-07,33739.68639429907,-136260.3136057009,-102520.62721140185,473.7799987792969,2026-09-18,493.7799987792969
2027-01-15,22700745.805709418,0.0,22700745.805709418,473.7799987792969,2026-09-18,493.7799987792969
2027-01-16,13609773.769949757,-3528370.11477597,10081403.655173788,473.7799987792969,2026-09-18,493.7799987792969
2027-01-21,2059.209184556842,-63.4639297191876,1995.7452548376543,473.7799987792969,2026-09-18,493.7799987792969
2027-02-24,1207.9287833772498,-1685.9190268383968,-477.990243461147,473.7799987792969,2026-09-18,493.7799987792969
2027-03-05,53848.4990226391,0.0,53848.4990226391,473.7799987792969,2026-09-18,493.7799987792969
2027-03-20,4237236.807230747,-1472233.993127052,2765002.814103695,473.7799987792969,2026-09-18,493.7799987792969
2027-03-26,0.0,-84.78249634980938,-84.78249634980938,473.7799987792969,2026-09-18,493.7799987792969
2027-03-31,0.0,-292.431636433284,-292.431636433284,473.7799987792969,2026-09-18,493.7799987792969
2027-04-17,125869.45996712885,-124555.24527762183,1314.2146895070236,473.7799987792969,2026-09-18,493.7799987792969
2027-06-12,62438.14417934865,-8517.16467129598,53920.979508052675,473.7799987792969,2026-09-18,493.7799987792969
2027-06-18,4772933.92661512,-1413134.2776282432,3359799.648986877,473.7799987792969,2026-09-18,493.7799987792969
2027-06-30,0.0,-481.9504074131771,-481.9504074131771,473.7799987792969,2026-09-18,493.7799987792969
2027-09-18,1059728.7803117,-374941.2802564918,684787.5000552082,473.7799987792969,2026-09-18,493.7799987792969
2027-12-18,3610848.4700075598,-1131028.9883122814,2479819.4816952785,473.7799987792969,2026-09-18,493.7799987792969
2028-01-22,3999971.087392239,-1608080.909155968,2391890.178236271,473.7799987792969,2026-09-18,493.7799987792969
2028-06-17,1649293.2451251235,-337303.84004277125,1311989.4050823522,473.7799987792969,2026-09-18,493.7799987792969
2028-12-16,5029472.310014918,-1327426.9515162702,3702045.358498648,473.7799987792969,2026-09-18,493.7799987792969
2029-01-20,22696.676889515606,-18129.552602528074,4567.124286987532,473.7799987792969,2026-09-18,493.7799987792969
2029-03-17,4740.6517217005185,0.0,4740.6517217005185,473.7799987792969,2026-09-18,493.7799987792969
2030-06-22,0.0,-35465.14825061692,-35465.14825061692,473.7799987792969,2026-09-18,493.7799987792969
2026-09-19,27442762.74557569,-3455203.474264598,23987559.27131109,493.7799987792969,2026-09-18,493.7799987792969
2026-09-22,118465.61885029679,-154926.53746504252,-36460.91861474573,493.7799987792969,2026-09-18,493.7799987792969
2026-09-24,79204.7062340208,-103170.91997019402,-23966.213736173213,493.7799987792969,2026-09-18,493.7799987792969
2026-09-26,2900095.5116624506,-1395699.6391767983,1504395.8724856526,493.7799987792969,2026-09-18,493.7799987792969
2026-09-29,44672.82736811706,-62421.63611809217,-17748.80874997511,493.7799987792969,2026-09-18,493.7799987792969
2026-10-01,26727.43168871458,-14087.559556841059,12639.872131873522,493.7799987792969,2026-09-18,493.7799987792969
2026-10-02,229989.64249425998,-103792.34353541711,126197.29895884288,493.7799987792969,2026-09-18,493.7799987792969
2026-10-03,2046429.01730363,-1207713.9596341152,838715.0576695149,493.7799987792969,2026-09-18,493.7799987792969
2026-10-06,0.0,-50306.34899143399,-50306.34899143399,493.7799987792969,2026-09-18,493.7799987792969
2026-10-10,546361.9578075407,-654704.4273604022,-108342.46955286154,493.7799987792969,2026-09-18,493.7799987792969
2026-10-13,0.0,-58142.48572539473,-58142.48572539473,493.7799987792969,2026-09-18,493.7799987792969
2026-10-16,35838.3902783466,-44161.6097216534,-8323.219443306807,493.7799987792969,2026-09-18,493.7799987792969
2026-10-17,16884493.433438066,-6315400.233517914,10569093.199920151,493.7799987792969,2026-09-18,493.7799987792969
2026-10-24,140978.84622155453,-89935.84804233669,51042.998179217844,493.7799987792969,2026-09-18,493.7799987792969
2026-10-31,87573.10432209056,-71425.52076179396,16147.58356029659,493.7799987792969,2026-09-18,493.7799987792969
2026-11-05,5887.027820548581,0.0,5887.027820548581,493.7799987792969,2026-09-18,493.7799987792969
2026-11-07,17315.8915864797,0.0,17315.8915864797,493.7799987792969,2026-09-18,493.7799987792969
2026-11-11,4603.400329265491,0.0,4603.400329265491,493.7799987792969,2026-09-18,493.7799987792969
2026-11-21,17323089.037275985,-1451300.7531982446,15871788.28407774,493.7799987792969,2026-09-18,493.7799987792969
2026-11-25,1.5287506228014445,0.0,1.5287506228014445,493.7799987792969,2026-09-18,493.7799987792969
2026-12-04,11190.635593080648,0.0,11190.635593080648,493.7799987792969,2026-09-18,493.7799987792969
2026-12-05,338.40044653254483,0.0,338.40044653254483,493.7799987792969,2026-09-18,493.7799987792969
2026-12-09,153.93351198918742,0.0,153.93351198918742,493.7799987792969,2026-09-18,493.7799987792969
2026-12-12,349539.4831792667,-150460.5168207333,199078.9663585334,493.7799987792969,2026-09-18,493.7799987792969
2026-12-18,6196062.249655283,0.0,6196062.249655283,493.7799987792969,2026-09-18,493.7799987792969
2026-12-19,16084374.571770612,-2520872.2382269655,13563502.333543647,493.7799987792969,2026-09-18,493.7799987792969
2026-12-31,0.0,-24.53507308492653,-24.53507308492653,493.7799987792969,2026-09-18,493.7799987792969
2027-01-05,49872.030003575164,-120127.96999642483,-70255.93999284966,493.7799987792969,2026-09-18,493.7799987792969
2027-01-06,50076.547457316905,-119923.4525426831,-69846.90508536619,493.7799987792969,2026-09-18,493.7799987792969
2027-01-07,50278.94257373127,-119721.05742626873,-69442.11485253746,493.7799987792969,2026-09-18,493.7799987792969
2027-01-15,26860710.268288128,0.0,26860710.268288128,493.7799987792969,2026-09-18,493.7799987792969
2027-01-16,15944681.216231316,-2481181.333155544,13463499.883075772,493.7799987792969,2026-09-18,493.7799987792969
2027-01-21,2455.3480605951245,-29.45184208852772,2425.8962185065966,493.7799987792969,2026-09-18,493.7799987792969
2027-02-24,1773.8909995887195,-1144.3353937639854,629.5556058247341,493.7799987792969,2026-09-18,493.7799987792969
2027-03-05,59540.60654945557,0.0,59540.60654945557,493.7799987792969,2026-09-18,493.7799987792969
2027-03-20,4837017.525279582,-1111870.9755458636,3725146.549733718,493.7799987792969,2026-09-18,493.7799987792969
2027-03-26,0.0,-45.43418561848634,-45.43418561848634,493.7799987792969,2026-09-18,493.7799987792969
2027-03-31,0.0,-176.97703451501684,-176.97703451501684,493.7799987792969,2026-09-18,493.7799987792969
2027-04-17,153744.00021473825,-100267.10185939926,53476.898355338984,493.7799987792969,2026-09-18,493.7799987792969
2027-06-12,69748.72338259632,-5805.879335346946,63942.844047249375,493.7799987792969,2026-09-18,493.7799987792969
2027-06-18,5335728.737830699,-1130378.4930949549,4205350.244735744,493.7799987792969,2026-09-18,493.7799987792969
2027-06-30,0.0,-307.0587396350487,-307.0587396350487,493.7799987792969,2026-09-18,493.7799987792969
2027-09-18,1173276.730124189,-307105.12726453255,866171.6028596564,493.7799987792969,2026-09-18,493.7799987792969
2027-12-18,3986658.7146604615,-981974.3844343992,3004684.3302260623,493.7799987792969,2026-09-18,493.7799987792969
2028-01-22,4381784.388478654,-1375851.3532962806,3005933.0351823736,493.7799987792969,2026-09-18,493.7799987792969
2028-06-17,1781319.830357706,-286270.26375865005,1495049.566599056,493.7799987792969,2026-09-18,493.7799987792969
2028-12-16,5367052.443954004,-1182866.306315173,4184186.137638831,493.7799987792969,2026-09-18,493.7799987792969
2029-01-20,24697.605576248046,-15760.568134108686,8937.037442139363,493.7799987792969,2026-09-18,493.7799987792969
2029-03-17,5131.656513938649,0.0,5131.656513938649,493.7799987792969,2026-09-18,493.7799987792969
2030-06-22,0.0,-31105.44150275423,-31105.44150275423,493.7799987792969,2026-09-18,493.7799987792969
2026-09-19,35049299.6693423,-306915.70064774324,34742383.96869455,513.7799987792969,2026-09-18,493.7799987792969
2026-09-22,372806.28653805394,-18716.72093395437,354089.5656040996,513.7799987792969,2026-09-18,493.7799987792969
2026-09-24,190266.58012754025,-19190.197671954946,171076.3824555853,513.7799987792969,2026-09-18,493.7799987792969
2026-09-26,4241473.860780415,-750117.639475428,3491356.221304987,513.7799987792969,2026-09-18,493.7799987792969
2026-09-29,72362.40693121025,-22486.846302804304,49875.56062840595,513.7799987792969,2026-09-18,493.7799987792969
2026-10-01,50729.01784237762,-3560.106595930547,47168.91124644708,513.7799987792969,2026-09-18,493.7799987792969
2026-10-02,314059.3125961602,-32002.49103748184,282056.8215586784,513.7799987792969,2026-09-18,493.7799987792969
2026-10-03,3588504.522067721,-513161.6844241256,3075342.837643595,513.7799987792969,2026-09-18,493.7799987792969
2026-10-06,0.0,-33618.261053658935,-33618.261053658935,513.7799987792969,2026-09-18,493.7799987792969
2026-10-10,927088.8776317334,-372003.1059951744,555085.771636559,513.7799987792969,2026-09-18,493.7799987792969
2026-10-13,0.0,-50254.01519293146,-50254.01519293146,513.7799987792969,2026-09-18,493.7799987792969
2026-10-16,54260.740149918885,-25739.259850081107,28521.480299837778,513.7799987792969,2026-09-18,493.7799987792969
2026-10-17,22599867.375806723,-3543602.46775658,19056264.908050142,513.7799987792969,2026-09-18,493.7799987792969
2026-10-24,219772.44200162467,-54413.22718256393,165359.21481906075,513.7799987792969,2026-09-18,493.7799987792969
2026-10-31,135955.24059985144,-36861.91180126314,99093.32879858832,513.7799987792969,2026-09-18,493.7799987792969
2026-11-05,11301.130066730786,0.0,11301.130066730786,513.7799987792969,2026-09-18,493.7799987792969
2026-11-07,34270.761830115225,0.0,34270.761830115225,513.7799987792969,2026-09-18,493.7799987792969
2026-11-11,9036.353018469745,0.0,9036.353018469745,513.7799987792969,2026-09-18,493.7799987792969
2026-11-21,23540587.739904705,-964876.1584613418,22575711.581443362,513.7799987792969,2026-09-18,493.7799987792969
2026-11-25,4.656105924162668,0.0,4.656105924162668,513.7799987792969,2026-09-18,493.7799987792969
2026-12-04,17528.28627095804,0.0,17528.28627095804,513.7799987792969,2026-09-18,493.7799987792969
2026-12-05,584.5388669557832,0.0,584.5388669557832,513.7799987792969,2026-09-18,493.7799987792969
2026-12-09,254.71582718175029,0.0,254.71582718175029,513.7799987792969,2026-09-18,493.7799987792969
2026-12-12,402889.8118169069,-97110.18818309311,305779.6236338138,513.7799987792969,2026-09-18,493.7799987792969
2026-12-18,9383831.478539987,0.0,9383831.478539987,513.7799987792969,2026-09-18,493.7799987792969
2026-12-19,19693688.90291553,-1731345.1804768052,17962343.722438723,513.7799987792969,2026-09-18,493.7799987792969
2026-12-31,0.0,-9.62126042192516,-9.62126042192516,513.7799987792969,2026-09-18,493.7799987792969
2027-01-05,68698.71985802316,-101301.28014197682,-32602.56028395366,513.7799987792969,2026-09-18,493.7799987792969
2027-01-06,68838.47487979008,-101161.52512020992,-32323.050240419834,513.7799987792969,2026-09-18,493.7799987792969
2027-01-07,68976.70930601704,-101023.29069398296,-32046.58138796591,513.7799987792969,2026-09-18,493.7799987792969
2027-01-15,30417265.208108403,0.0,30417265.208108403,513.7799987792969,2026-09-18,493.7799987792969
2027-01-16,18322967.568929426,-1694207.6764592838,16628759.892470144,513.7799987792969,2026-09-18,493.7799987792969
