Date,Symbol,Price,Volume,IV,-100.0,-50.0,-20.0,0.0,20.0,50.0,100.0
2026-09-21,SPCX,151.85000610351562,81390650,48.45,-270643346.5477225,-171885067.99862856,-74718826.75426637,33916810.22753324,60064205.86448918,115907347.45719153,158080495.6068036
2026-09-18,SPCX,152.7100067138672,335217990,49.24,,,,,,,
2026-09-17,SPCX,154.80999755859375,83395289,51.94,,,,,,,
